token_id,rank,rank_label,rarity_score,tier,kind,name,display_name,handle,special
4366,4570,4570/8817,2.138e-13,Common,generative,WizNerdz #4366,,,Standard
3264,4571,4571/8817,2.142e-13,Common,generative,WizNerdz #3264,,,Standard
3518,4572,4572/8817,2.143e-13,Common,generative,WizNerdz #3518,,,Standard
4486,4573,4573/8817,2.143e-13,Common,generative,WizNerdz #4486,,,Standard
4420,4574,4574/8817,2.143e-13,Common,generative,WizNerdz #4420,,,Standard
1841,4575,4575/8817,2.145e-13,Common,generative,WizNerdz #1841,,,Standard
8062,4576,4576/8817,2.146e-13,Common,generative,WizNerdz #8062,,,Standard
5796,4577,4577/8817,2.147e-13,Common,generative,WizNerdz #5796,,,Standard
1415,4578,4578/8817,2.149e-13,Common,generative,WizNerdz #1415,,,Standard
1601,4579,4579/8817,2.149e-13,Common,generative,WizNerdz #1601,,,Standard
1757,4580,4580/8817,2.15e-13,Common,generative,WizNerdz #1757,,,Standard
3520,4581,4581/8817,2.155e-13,Common,generative,WizNerdz #3520,,,Standard
3840,4582,4582/8817,2.155e-13,Common,generative,WizNerdz #3840,,,Standard
8096,4583,4583/8817,2.155e-13,Common,generative,WizNerdz #8096,,,Standard
8381,4584,4584/8817,2.156e-13,Common,generative,WizNerdz #8381,,,Standard
48,4585,4585/8817,2.16e-13,Common,generative,WizNerdz #48,,,Standard
2393,4586,4586/8817,2.163e-13,Common,generative,WizNerdz #2393,,,Standard
1629,4587,4587/8817,2.165e-13,Common,generative,WizNerdz #1629,,,Standard
920,4588,4588/8817,2.167e-13,Common,generative,WizNerdz #920,,,Standard
6741,4589,4589/8817,2.167e-13,Common,generative,WizNerdz #6741,,,Standard
6499,4590,4590/8817,2.171e-13,Common,generative,WizNerdz #6499,,,Standard
4897,4591,4591/8817,2.172e-13,Common,generative,WizNerdz #4897,,,Standard
2003,4592,4592/8817,2.172e-13,Common,generative,WizNerdz #2003,,,Standard
2446,4593,4593/8817,2.174e-13,Common,generative,WizNerdz #2446,,,Standard
7980,4594,4594/8817,2.174e-13,Common,generative,WizNerdz #7980,,,Standard
8750,4595,4595/8817,2.175e-13,Common,generative,WizNerdz #8750,,,Standard
5871,4596,4596/8817,2.176e-13,Common,generative,WizNerdz #5871,,,Standard
4878,4597,4597/8817,2.179e-13,Common,generative,WizNerdz #4878,,,Standard
2418,4598,4598/8817,2.18e-13,Common,generative,WizNerdz #2418,,,Standard
3677,4599,4599/8817,2.181e-13,Common,generative,WizNerdz #3677,,,Standard
1322,4600,4600/8817,2.184e-13,Common,generative,WizNerdz #1322,,,Standard
6753,4601,4601/8817,2.192e-13,Common,generative,WizNerdz #6753,,,Standard
2372,4602,4602/8817,2.193e-13,Common,generative,WizNerdz #2372,,,Standard
300,4603,4603/8817,2.193e-13,Common,generative,WizNerdz #300,,,Standard
7915,4604,4604/8817,2.195e-13,Common,generative,WizNerdz #7915,,,Standard
3191,4605,4605/8817,2.196e-13,Common,generative,WizNerdz #3191,,,Standard
545,4606,4606/8817,2.197e-13,Common,generative,WizNerdz #545,,,Standard
4769,4607,4607/8817,2.202e-13,Common,generative,WizNerdz #4769,,,Standard
155,4608,4608/8817,2.202e-13,Common,generative,WizNerdz #155,,,Standard
5158,4609,4609/8817,2.203e-13,Common,generative,WizNerdz #5158,,,Standard
1107,4610,4610/8817,2.204e-13,Common,generative,WizNerdz #1107,,,Standard
2975,4611,4611/8817,2.208e-13,Common,generative,WizNerdz #2975,,,Standard
3617,4612,4612/8817,2.209e-13,Common,generative,WizNerdz #3617,,,Standard
6938,4613,4613/8817,2.209e-13,Common,generative,WizNerdz #6938,,,Standard
6670,4614,4614/8817,2.217e-13,Common,generative,WizNerdz #6670,,,Standard
4093,4615,4615/8817,2.219e-13,Common,generative,WizNerdz #4093,,,Standard
1880,4616,4616/8817,2.22e-13,Common,generative,WizNerdz #1880,,,Standard
1825,4617,4617/8817,2.22e-13,Common,generative,WizNerdz #1825,,,Standard
8158,4618,4618/8817,2.221e-13,Common,generative,WizNerdz #8158,,,Standard
2041,4619,4619/8817,2.222e-13,Common,generative,WizNerdz #2041,,,Standard
3874,4620,4620/8817,2.224e-13,Common,generative,WizNerdz #3874,,,Standard
6107,4621,4621/8817,2.225e-13,Common,generative,WizNerdz #6107,,,Standard
6097,4622,4622/8817,2.225e-13,Common,generative,WizNerdz #6097,,,Standard
4954,4623,4623/8817,2.226e-13,Common,generative,WizNerdz #4954,,,Standard
2330,4624,4624/8817,2.226e-13,Common,generative,WizNerdz #2330,,,Standard
6345,4625,4625/8817,2.226e-13,Common,generative,WizNerdz #6345,,,Standard
714,4626,4626/8817,2.229e-13,Common,generative,WizNerdz #714,,,Standard
5656,4627,4627/8817,2.23e-13,Common,generative,WizNerdz #5656,,,Standard
4884,4628,4628/8817,2.23e-13,Common,generative,WizNerdz #4884,,,Standard
602,4629,4629/8817,2.237e-13,Common,generative,WizNerdz #602,,,Standard
7226,4630,4630/8817,2.238e-13,Common,generative,WizNerdz #7226,,,Standard
5709,4631,4631/8817,2.24e-13,Common,generative,WizNerdz #5709,,,Standard
1498,4632,4632/8817,2.247e-13,Common,generative,WizNerdz #1498,,,Standard
6046,4633,4633/8817,2.248e-13,Common,generative,WizNerdz #6046,,,Standard
2683,4634,4634/8817,2.251e-13,Common,generative,WizNerdz #2683,,,Standard
6245,4635,4635/8817,2.252e-13,Common,generative,WizNerdz #6245,,,Standard
3585,4636,4636/8817,2.255e-13,Common,generative,WizNerdz #3585,,,Standard
5136,4637,4637/8817,2.255e-13,Common,generative,WizNerdz #5136,,,Standard
7279,4638,4638/8817,2.256e-13,Common,generative,WizNerdz #7279,,,Standard
6266,4639,4639/8817,2.256e-13,Common,generative,WizNerdz #6266,,,Standard
1476,4640,4640/8817,2.256e-13,Common,generative,WizNerdz #1476,,,Standard
4797,4641,4641/8817,2.258e-13,Common,generative,WizNerdz #4797,,,Standard
3498,4642,4642/8817,2.259e-13,Common,generative,WizNerdz #3498,,,Standard
7885,4643,4643/8817,2.26e-13,Common,generative,WizNerdz #7885,,,Standard
7288,4644,4644/8817,2.262e-13,Common,generative,WizNerdz #7288,,,Standard
2984,4645,4645/8817,2.273e-13,Common,generative,WizNerdz #2984,,,Standard
328,4646,4646/8817,2.278e-13,Common,generative,WizNerdz #328,,,Standard
1200,4647,4647/8817,2.279e-13,Common,generative,WizNerdz #1200,,,Standard
4314,4648,4648/8817,2.279e-13,Common,generative,WizNerdz #4314,,,Standard
4008,4649,4649/8817,2.28e-13,Common,generative,WizNerdz #4008,,,Standard
2925,4650,4650/8817,2.285e-13,Common,generative,WizNerdz #2925,,,Standard
5338,4651,4651/8817,2.286e-13,Common,generative,WizNerdz #5338,,,Standard
4666,4652,4652/8817,2.287e-13,Common,generative,WizNerdz #4666,,,Standard
167,4653,4653/8817,2.288e-13,Common,generative,WizNerdz #167,,,Standard
5521,4654,4654/8817,2.289e-13,Common,generative,WizNerdz #5521,,,Standard
8035,4655,4655/8817,2.294e-13,Common,generative,WizNerdz #8035,,,Standard
5386,4656,4656/8817,2.294e-13,Common,generative,WizNerdz #5386,,,Standard
6552,4657,4657/8817,2.294e-13,Common,generative,WizNerdz #6552,,,Standard
3132,4658,4658/8817,2.298e-13,Common,generative,WizNerdz #3132,,,Standard
2903,4659,4659/8817,2.303e-13,Common,generative,WizNerdz #2903,,,Standard
3185,4660,4660/8817,2.305e-13,Common,generative,WizNerdz #3185,,,Standard
2672,4661,4661/8817,2.307e-13,Common,generative,WizNerdz #2672,,,Standard
6987,4662,4662/8817,2.31e-13,Common,generative,WizNerdz #6987,,,Standard
5492,4663,4663/8817,2.314e-13,Common,generative,WizNerdz #5492,,,Standard
2595,4664,4664/8817,2.319e-13,Common,generative,WizNerdz #2595,,,Standard
6681,4665,4665/8817,2.325e-13,Common,generative,WizNerdz #6681,,,Standard
5232,4666,4666/8817,2.328e-13,Common,generative,WizNerdz #5232,,,Standard
7253,4667,4667/8817,2.33e-13,Common,generative,WizNerdz #7253,,,Standard
6624,4668,4668/8817,2.332e-13,Common,generative,WizNerdz #6624,,,Standard
4789,4669,4669/8817,2.332e-13,Common,generative,WizNerdz #4789,,,Standard
385,4670,4670/8817,2.333e-13,Common,generative,WizNerdz #385,,,Standard
6442,4671,4671/8817,2.333e-13,Common,generative,WizNerdz #6442,,,Standard
809,4672,4672/8817,2.346e-13,Common,generative,WizNerdz #809,,,Standard
2713,4673,4673/8817,2.349e-13,Common,generative,WizNerdz #2713,,,Standard
4725,4674,4674/8817,2.349e-13,Common,generative,WizNerdz #4725,,,Standard
948,4675,4675/8817,2.351e-13,Common,generative,WizNerdz #948,,,Standard
4838,4676,4676/8817,2.353e-13,Common,generative,WizNerdz #4838,,,Standard
7559,4677,4677/8817,2.357e-13,Common,generative,WizNerdz #7559,,,Standard
688,4678,4678/8817,2.36e-13,Common,generative,WizNerdz #688,,,Standard
2204,4679,4679/8817,2.361e-13,Common,generative,WizNerdz #2204,,,Standard
8156,4680,4680/8817,2.361e-13,Common,generative,WizNerdz #8156,,,Standard
4679,4681,4681/8817,2.364e-13,Common,generative,WizNerdz #4679,,,Standard
5355,4682,4682/8817,2.364e-13,Common,generative,WizNerdz #5355,,,Standard
4109,4683,4683/8817,2.364e-13,Common,generative,WizNerdz #4109,,,Standard
525,4684,4684/8817,2.368e-13,Common,generative,WizNerdz #525,,,Standard
2593,4685,4685/8817,2.371e-13,Common,generative,WizNerdz #2593,,,Standard
7618,4686,4686/8817,2.376e-13,Common,generative,WizNerdz #7618,,,Standard
4402,4687,4687/8817,2.376e-13,Common,generative,WizNerdz #4402,,,Standard
5142,4688,4688/8817,2.377e-13,Common,generative,WizNerdz #5142,,,Standard
7751,4689,4689/8817,2.379e-13,Common,generative,WizNerdz #7751,,,Standard
6620,4690,4690/8817,2.389e-13,Common,generative,WizNerdz #6620,,,Standard
1352,4691,4691/8817,2.389e-13,Common,generative,WizNerdz #1352,,,Standard
5607,4692,4692/8817,2.389e-13,Common,generative,WizNerdz #5607,,,Standard
1714,4693,4693/8817,2.392e-13,Common,generative,WizNerdz #1714,,,Standard
1631,4694,4694/8817,2.395e-13,Common,generative,WizNerdz #1631,,,Standard
4887,4695,4695/8817,2.396e-13,Common,generative,WizNerdz #4887,,,Standard
2800,4696,4696/8817,2.396e-13,Common,generative,WizNerdz #2800,,,Standard
8761,4697,4697/8817,2.397e-13,Common,generative,WizNerdz #8761,,,Standard
2634,4698,4698/8817,2.397e-13,Common,generative,WizNerdz #2634,,,Standard
3790,4699,4699/8817,2.399e-13,Common,generative,WizNerdz #3790,,,Standard
5920,4700,4700/8817,2.399e-13,Common,generative,WizNerdz #5920,,,Standard
8807,4701,4701/8817,2.4e-13,Common,generative,WizNerdz #8807,,,Standard
3754,4702,4702/8817,2.4e-13,Common,generative,WizNerdz #3754,,,Standard
2635,4703,4703/8817,2.4e-13,Common,generative,WizNerdz #2635,,,Standard
368,4704,4704/8817,2.401e-13,Common,generative,WizNerdz #368,,,Standard
6126,4705,4705/8817,2.402e-13,Common,generative,WizNerdz #6126,,,Standard
8508,4706,4706/8817,2.403e-13,Common,generative,WizNerdz #8508,,,Standard
1281,4707,4707/8817,2.404e-13,Common,generative,WizNerdz #1281,,,Standard
2924,4708,4708/8817,2.404e-13,Common,generative,WizNerdz #2924,,,Standard
4901,4709,4709/8817,2.405e-13,Common,generative,WizNerdz #4901,,,Standard
5066,4710,4710/8817,2.407e-13,Common,generative,WizNerdz #5066,,,Standard
8453,4711,4711/8817,2.408e-13,Common,generative,WizNerdz #8453,,,Standard
5849,4712,4712/8817,2.409e-13,Common,generative,WizNerdz #5849,,,Standard
5106,4713,4713/8817,2.409e-13,Common,generative,WizNerdz #5106,,,Standard
6866,4714,4714/8817,2.409e-13,Common,generative,WizNerdz #6866,,,Standard
3635,4715,4715/8817,2.411e-13,Common,generative,WizNerdz #3635,,,Standard
3695,4716,4716/8817,2.413e-13,Common,generative,WizNerdz #3695,,,Standard
416,4717,4717/8817,2.416e-13,Common,generative,WizNerdz #416,,,Standard
5758,4718,4718/8817,2.417e-13,Common,generative,WizNerdz #5758,,,Standard
5615,4719,4719/8817,2.417e-13,Common,generative,WizNerdz #5615,,,Standard
6685,4720,4720/8817,2.418e-13,Common,generative,WizNerdz #6685,,,Standard
1764,4721,4721/8817,2.419e-13,Common,generative,WizNerdz #1764,,,Standard
7232,4722,4722/8817,2.42e-13,Common,generative,WizNerdz #7232,,,Standard
2577,4723,4723/8817,2.421e-13,Common,generative,WizNerdz #2577,,,Standard
6402,4724,4724/8817,2.421e-13,Common,generative,WizNerdz #6402,,,Standard
3593,4725,4725/8817,2.422e-13,Common,generative,WizNerdz #3593,,,Standard
5857,4726,4726/8817,2.425e-13,Common,generative,WizNerdz #5857,,,Standard
3987,4727,4727/8817,2.426e-13,Common,generative,WizNerdz #3987,,,Standard
8539,4728,4728/8817,2.426e-13,Common,generative,WizNerdz #8539,,,Standard
8074,4729,4729/8817,2.426e-13,Common,generative,WizNerdz #8074,,,Standard
6436,4730,4730/8817,2.427e-13,Common,generative,WizNerdz #6436,,,Standard
7971,4731,4731/8817,2.427e-13,Common,generative,WizNerdz #7971,,,Standard
4753,4732,4732/8817,2.429e-13,Common,generative,WizNerdz #4753,,,Standard
6916,4733,4733/8817,2.43e-13,Common,generative,WizNerdz #6916,,,Standard
5810,4734,4734/8817,2.433e-13,Common,generative,WizNerdz #5810,,,Standard
6662,4735,4735/8817,2.434e-13,Common,generative,WizNerdz #6662,,,Standard
4350,4736,4736/8817,2.436e-13,Common,generative,WizNerdz #4350,,,Standard
8294,4737,4737/8817,2.439e-13,Common,generative,WizNerdz #8294,,,Standard
3693,4738,4738/8817,2.44e-13,Common,generative,WizNerdz #3693,,,Standard
5199,4739,4739/8817,2.444e-13,Common,generative,WizNerdz #5199,,,Standard
4658,4740,4740/8817,2.445e-13,Common,generative,WizNerdz #4658,,,Standard
6843,4741,4741/8817,2.447e-13,Common,generative,WizNerdz #6843,,,Standard
1146,4742,4742/8817,2.451e-13,Common,generative,WizNerdz #1146,,,Standard
903,4743,4743/8817,2.451e-13,Common,generative,WizNerdz #903,,,Standard
8022,4744,4744/8817,2.455e-13,Common,generative,WizNerdz #8022,,,Standard
4455,4745,4745/8817,2.456e-13,Common,generative,WizNerdz #4455,,,Standard
3639,4746,4746/8817,2.458e-13,Common,generative,WizNerdz #3639,,,Standard
1062,4747,4747/8817,2.462e-13,Common,generative,WizNerdz #1062,,,Standard
7143,4748,4748/8817,2.464e-13,Common,generative,WizNerdz #7143,,,Standard
4164,4749,4749/8817,2.464e-13,Common,generative,WizNerdz #4164,,,Standard
6155,4750,4750/8817,2.467e-13,Common,generative,WizNerdz #6155,,,Standard
2190,4751,4751/8817,2.477e-13,Common,generative,WizNerdz #2190,,,Standard
7096,4752,4752/8817,2.48e-13,Common,generative,WizNerdz #7096,,,Standard
7724,4753,4753/8817,2.487e-13,Common,generative,WizNerdz #7724,,,Standard
373,4754,4754/8817,2.488e-13,Common,generative,WizNerdz #373,,,Standard
7420,4755,4755/8817,2.49e-13,Common,generative,WizNerdz #7420,,,Standard
1431,4756,4756/8817,2.49e-13,Common,generative,WizNerdz #1431,,,Standard
784,4757,4757/8817,2.492e-13,Common,generative,WizNerdz #784,,,Standard
2160,4758,4758/8817,2.493e-13,Common,generative,WizNerdz #2160,,,Standard
7231,4759,4759/8817,2.493e-13,Common,generative,WizNerdz #7231,,,Standard
6216,4760,4760/8817,2.494e-13,Common,generative,WizNerdz #6216,,,Standard
420,4761,4761/8817,2.496e-13,Common,generative,WizNerdz #420,,,Standard
1287,4762,4762/8817,2.496e-13,Common,generative,WizNerdz #1287,,,Standard
8178,4763,4763/8817,2.499e-13,Common,generative,WizNerdz #8178,,,Standard
3848,4764,4764/8817,2.499e-13,Common,generative,WizNerdz #3848,,,Standard
7283,4765,4765/8817,2.5e-13,Common,generative,WizNerdz #7283,,,Standard
4510,4766,4766/8817,2.501e-13,Common,generative,WizNerdz #4510,,,Standard
246,4767,4767/8817,2.505e-13,Common,generative,WizNerdz #246,,,Standard
7883,4768,4768/8817,2.507e-13,Common,generative,WizNerdz #7883,,,Standard
1979,4769,4769/8817,2.508e-13,Common,generative,WizNerdz #1979,,,Standard
5789,4770,4770/8817,2.508e-13,Common,generative,WizNerdz #5789,,,Standard
5382,4771,4771/8817,2.509e-13,Common,generative,WizNerdz #5382,,,Standard
8287,4772,4772/8817,2.511e-13,Common,generative,WizNerdz #8287,,,Standard
1211,4773,4773/8817,2.512e-13,Common,generative,WizNerdz #1211,,,Standard
3831,4774,4774/8817,2.514e-13,Common,generative,WizNerdz #3831,,,Standard
6895,4775,4775/8817,2.514e-13,Common,generative,WizNerdz #6895,,,Standard
3164,4776,4776/8817,2.516e-13,Common,generative,WizNerdz #3164,,,Standard
819,4777,4777/8817,2.519e-13,Common,generative,WizNerdz #819,,,Standard
6253,4778,4778/8817,2.519e-13,Common,generative,WizNerdz #6253,,,Standard
5532,4779,4779/8817,2.52e-13,Common,generative,WizNerdz #5532,,,Standard
5940,4780,4780/8817,2.52e-13,Common,generative,WizNerdz #5940,,,Standard
1839,4781,4781/8817,2.522e-13,Common,generative,WizNerdz #1839,,,Standard
6899,4782,4782/8817,2.522e-13,Common,generative,WizNerdz #6899,,,Standard
5316,4783,4783/8817,2.524e-13,Common,generative,WizNerdz #5316,,,Standard
8571,4784,4784/8817,2.525e-13,Common,generative,WizNerdz #8571,,,Standard
5372,4785,4785/8817,2.526e-13,Common,generative,WizNerdz #5372,,,Standard
5152,4786,4786/8817,2.528e-13,Common,generative,WizNerdz #5152,,,Standard
724,4787,4787/8817,2.528e-13,Common,generative,WizNerdz #724,,,Standard
1092,4788,4788/8817,2.529e-13,Common,generative,WizNerdz #1092,,,Standard
7457,4789,4789/8817,2.532e-13,Common,generative,WizNerdz #7457,,,Standard
3459,4790,4790/8817,2.534e-13,Common,generative,WizNerdz #3459,,,Standard
4699,4791,4791/8817,2.537e-13,Common,generative,WizNerdz #4699,,,Standard
8339,4792,4792/8817,2.539e-13,Common,generative,WizNerdz #8339,,,Standard
151,4793,4793/8817,2.539e-13,Common,generative,WizNerdz #151,,,Standard
3265,4794,4794/8817,2.539e-13,Common,generative,WizNerdz #3265,,,Standard
8882,4795,4795/8817,2.544e-13,Common,generative,WizNerdz #8882,,,Standard
3841,4796,4796/8817,2.547e-13,Common,generative,WizNerdz #3841,,,Standard
5226,4797,4797/8817,2.548e-13,Common,generative,WizNerdz #5226,,,Standard
4205,4798,4798/8817,2.551e-13,Common,generative,WizNerdz #4205,,,Standard
4173,4799,4799/8817,2.554e-13,Common,generative,WizNerdz #4173,,,Standard
8699,4800,4800/8817,2.555e-13,Common,generative,WizNerdz #8699,,,Standard
5134,4801,4801/8817,2.555e-13,Common,generative,WizNerdz #5134,,,Standard
1299,4802,4802/8817,2.56e-13,Common,generative,WizNerdz #1299,,,Standard
6244,4803,4803/8817,2.561e-13,Common,generative,WizNerdz #6244,,,Standard
1918,4804,4804/8817,2.562e-13,Common,generative,WizNerdz #1918,,,Standard
7861,4805,4805/8817,2.565e-13,Common,generative,WizNerdz #7861,,,Standard
1909,4806,4806/8817,2.566e-13,Common,generative,WizNerdz #1909,,,Standard
6665,4807,4807/8817,2.567e-13,Common,generative,WizNerdz #6665,,,Standard
6260,4808,4808/8817,2.572e-13,Common,generative,WizNerdz #6260,,,Standard
1157,4809,4809/8817,2.578e-13,Common,generative,WizNerdz #1157,,,Standard
7170,4810,4810/8817,2.58e-13,Common,generative,WizNerdz #7170,,,Standard
8535,4811,4811/8817,2.582e-13,Common,generative,WizNerdz #8535,,,Standard
5015,4812,4812/8817,2.584e-13,Common,generative,WizNerdz #5015,,,Standard
6527,4813,4813/8817,2.584e-13,Common,generative,WizNerdz #6527,,,Standard
5148,4814,4814/8817,2.584e-13,Common,generative,WizNerdz #5148,,,Standard
6570,4815,4815/8817,2.587e-13,Common,generative,WizNerdz #6570,,,Standard
4118,4816,4816/8817,2.588e-13,Common,generative,WizNerdz #4118,,,Standard
6163,4817,4817/8817,2.59e-13,Common,generative,WizNerdz #6163,,,Standard
5415,4818,4818/8817,2.59e-13,Common,generative,WizNerdz #5415,,,Standard
5974,4819,4819/8817,2.59e-13,Common,generative,WizNerdz #5974,,,Standard
3244,4820,4820/8817,2.592e-13,Common,generative,WizNerdz #3244,,,Standard
2679,4821,4821/8817,2.6e-13,Common,generative,WizNerdz #2679,,,Standard
3697,4822,4822/8817,2.607e-13,Common,generative,WizNerdz #3697,,,Standard
8822,4823,4823/8817,2.609e-13,Common,generative,WizNerdz #8822,,,Standard
2241,4824,4824/8817,2.614e-13,Common,generative,WizNerdz #2241,,,Standard
5865,4825,4825/8817,2.618e-13,Common,generative,WizNerdz #5865,,,Standard
6724,4826,4826/8817,2.619e-13,Common,generative,WizNerdz #6724,,,Standard
2966,4827,4827/8817,2.623e-13,Common,generative,WizNerdz #2966,,,Standard
8274,4828,4828/8817,2.623e-13,Common,generative,WizNerdz #8274,,,Standard
3809,4829,4829/8817,2.63e-13,Common,generative,WizNerdz #3809,,,Standard
520,4830,4830/8817,2.63e-13,Common,generative,WizNerdz #520,,,Standard
5126,4831,4831/8817,2.63e-13,Common,generative,WizNerdz #5126,,,Standard
5029,4832,4832/8817,2.633e-13,Common,generative,WizNerdz #5029,,,Standard
2099,4833,4833/8817,2.634e-13,Common,generative,WizNerdz #2099,,,Standard
1559,4834,4834/8817,2.634e-13,Common,generative,WizNerdz #1559,,,Standard
3250,4835,4835/8817,2.635e-13,Common,generative,WizNerdz #3250,,,Standard
6079,4836,4836/8817,2.636e-13,Common,generative,WizNerdz #6079,,,Standard
2280,4837,4837/8817,2.638e-13,Common,generative,WizNerdz #2280,,,Standard
6544,4838,4838/8817,2.638e-13,Common,generative,WizNerdz #6544,,,Standard
6409,4839,4839/8817,2.639e-13,Common,generative,WizNerdz #6409,,,Standard
5938,4840,4840/8817,2.639e-13,Common,generative,WizNerdz #5938,,,Standard
650,4841,4841/8817,2.642e-13,Common,generative,WizNerdz #650,,,Standard
2186,4842,4842/8817,2.647e-13,Common,generative,WizNerdz #2186,,,Standard
6950,4843,4843/8817,2.647e-13,Common,generative,WizNerdz #6950,,,Standard
4718,4844,4844/8817,2.647e-13,Common,generative,WizNerdz #4718,,,Standard
689,4845,4845/8817,2.649e-13,Common,generative,WizNerdz #689,,,Standard
6364,4846,4846/8817,2.649e-13,Common,generative,WizNerdz #6364,,,Standard
3905,4847,4847/8817,2.65e-13,Common,generative,WizNerdz #3905,,,Standard
2612,4848,4848/8817,2.653e-13,Common,generative,WizNerdz #2612,,,Standard
7815,4849,4849/8817,2.655e-13,Common,generative,WizNerdz #7815,,,Standard
2844,4850,4850/8817,2.656e-13,Common,generative,WizNerdz #2844,,,Standard
2115,4851,4851/8817,2.656e-13,Common,generative,WizNerdz #2115,,,Standard
7390,4852,4852/8817,2.657e-13,Common,generative,WizNerdz #7390,,,Standard
8607,4853,4853/8817,2.66e-13,Common,generative,WizNerdz #8607,,,Standard
8621,4854,4854/8817,2.662e-13,Common,generative,WizNerdz #8621,,,Standard
8313,4855,4855/8817,2.663e-13,Common,generative,WizNerdz #8313,,,Standard
119,4856,4856/8817,2.664e-13,Common,generative,WizNerdz #119,,,Standard
704,4857,4857/8817,2.668e-13,Common,generative,WizNerdz #704,,,Standard
5965,4858,4858/8817,2.671e-13,Common,generative,WizNerdz #5965,,,Standard
8519,4859,4859/8817,2.672e-13,Common,generative,WizNerdz #8519,,,Standard
5941,4860,4860/8817,2.673e-13,Common,generative,WizNerdz #5941,,,Standard
2224,4861,4861/8817,2.673e-13,Common,generative,WizNerdz #2224,,,Standard
28,4862,4862/8817,2.674e-13,Common,generative,WizNerdz #28,,,Standard
1068,4863,4863/8817,2.674e-13,Common,generative,WizNerdz #1068,,,Standard
6065,4864,4864/8817,2.675e-13,Common,generative,WizNerdz #6065,,,Standard
5096,4865,4865/8817,2.676e-13,Common,generative,WizNerdz #5096,,,Standard
4398,4866,4866/8817,2.678e-13,Common,generative,WizNerdz #4398,,,Standard
6289,4867,4867/8817,2.68e-13,Common,generative,WizNerdz #6289,,,Standard
3582,4868,4868/8817,2.68e-13,Common,generative,WizNerdz #3582,,,Standard
7828,4869,4869/8817,2.681e-13,Common,generative,WizNerdz #7828,,,Standard
5524,4870,4870/8817,2.683e-13,Common,generative,WizNerdz #5524,,,Standard
6689,4871,4871/8817,2.683e-13,Common,generative,WizNerdz #6689,,,Standard
3981,4872,4872/8817,2.686e-13,Common,generative,WizNerdz #3981,,,Standard
401,4873,4873/8817,2.687e-13,Common,generative,WizNerdz #401,,,Standard
4770,4874,4874/8817,2.695e-13,Common,generative,WizNerdz #4770,,,Standard
3594,4875,4875/8817,2.697e-13,Common,generative,WizNerdz #3594,,,Standard
6545,4876,4876/8817,2.705e-13,Common,generative,WizNerdz #6545,,,Standard
2958,4877,4877/8817,2.707e-13,Common,generative,WizNerdz #2958,,,Standard
3106,4878,4878/8817,2.713e-13,Common,generative,WizNerdz #3106,,,Standard
1641,4879,4879/8817,2.715e-13,Common,generative,WizNerdz #1641,,,Standard
5918,4880,4880/8817,2.718e-13,Common,generative,WizNerdz #5918,,,Standard
3883,4881,4881/8817,2.719e-13,Common,generative,WizNerdz #3883,,,Standard
6842,4882,4882/8817,2.719e-13,Common,generative,WizNerdz #6842,,,Standard
8716,4883,4883/8817,2.722e-13,Common,generative,WizNerdz #8716,,,Standard
4762,4884,4884/8817,2.73e-13,Common,generative,WizNerdz #4762,,,Standard
3793,4885,4885/8817,2.731e-13,Common,generative,WizNerdz #3793,,,Standard
29,4886,4886/8817,2.734e-13,Common,generative,WizNerdz #29,,,Standard
806,4887,4887/8817,2.736e-13,Common,generative,WizNerdz #806,,,Standard
3926,4888,4888/8817,2.747e-13,Common,generative,WizNerdz #3926,,,Standard
6584,4889,4889/8817,2.749e-13,Common,generative,WizNerdz #6584,,,Standard
8789,4890,4890/8817,2.753e-13,Common,generative,WizNerdz #8789,,,Standard
8235,4891,4891/8817,2.754e-13,Common,generative,WizNerdz #8235,,,Standard
3053,4892,4892/8817,2.755e-13,Common,generative,WizNerdz #3053,,,Standard
6228,4893,4893/8817,2.755e-13,Common,generative,WizNerdz #6228,,,Standard
3125,4894,4894/8817,2.755e-13,Common,generative,WizNerdz #3125,,,Standard
3566,4895,4895/8817,2.757e-13,Common,generative,WizNerdz #3566,,,Standard
5321,4896,4896/8817,2.761e-13,Common,generative,WizNerdz #5321,,,Standard
5763,4897,4897/8817,2.764e-13,Common,generative,WizNerdz #5763,,,Standard
5235,4898,4898/8817,2.764e-13,Common,generative,WizNerdz #5235,,,Standard
5719,4899,4899/8817,2.765e-13,Common,generative,WizNerdz #5719,,,Standard
3847,4900,4900/8817,2.765e-13,Common,generative,WizNerdz #3847,,,Standard
3014,4901,4901/8817,2.768e-13,Common,generative,WizNerdz #3014,,,Standard
4821,4902,4902/8817,2.77e-13,Common,generative,WizNerdz #4821,,,Standard
2532,4903,4903/8817,2.771e-13,Common,generative,WizNerdz #2532,,,Standard
7505,4904,4904/8817,2.771e-13,Common,generative,WizNerdz #7505,,,Standard
3481,4905,4905/8817,2.775e-13,Common,generative,WizNerdz #3481,,,Standard
324,4906,4906/8817,2.775e-13,Common,generative,WizNerdz #324,,,Standard
3089,4907,4907/8817,2.775e-13,Common,generative,WizNerdz #3089,,,Standard
5613,4908,4908/8817,2.776e-13,Common,generative,WizNerdz #5613,,,Standard
2217,4909,4909/8817,2.777e-13,Common,generative,WizNerdz #2217,,,Standard
3548,4910,4910/8817,2.779e-13,Common,generative,WizNerdz #3548,,,Standard
6392,4911,4911/8817,2.779e-13,Common,generative,WizNerdz #6392,,,Standard
